Year,Month,Day,Discharge (ft3/s)
2013,12,9,1370
2013,12,10,1260
2013,12,11,1030
2013,12,12,800
2013,12,13,720
2013,12,14,700
2013,12,15,680
2013,12,16,660
2013,12,17,640
2013,12,18,620
2013,12,19,600
2013,12,20,640
2013,12,21,7900
2013,12,22,18900
2013,12,23,7710
2013,12,24,4520
2013,12,25,2920
2013,12,26,2340
2013,12,27,2020
2013,12,28,1790
2013,12,29,1830
2013,12,30,3090
2013,12,31,1870
2014,1,1,1400
2014,1,2,1200
2014,1,3,960
2014,1,4,900
2014,1,5,920
2014,1,6,2600
2014,1,7,2100
2014,1,8,820
2014,1,9,800
2014,1,10,780
2014,1,11,2400
2014,1,12,7000
2014,1,13,3020
2014,1,14,4170
2014,1,15,3530
2014,1,16,2060
2014,1,17,1630
2014,1,18,1410
2014,1,19,1220
2014,1,20,1230
2014,1,21,900
2014,1,22,600
2014,1,23,540
2014,1,24,540
2014,1,25,520
2014,1,26,500
2014,1,27,540
2014,1,28,500
2014,1,29,480
2014,1,30,460
2014,1,31,460
2014,2,1,460
2014,2,2,520
2014,2,3,660
2014,2,4,520
2014,2,5,460
2014,2,6,460
2014,2,7,440
2014,2,8,440
2014,2,9,420
2014,2,10,420
2014,2,11,410
2014,2,12,410
2014,2,13,390
2014,2,14,370
2014,2,15,350
2014,2,16,350
2014,2,17,340
2014,2,18,330
2014,2,19,330
2014,2,20,420
2014,2,21,900
2014,2,22,1800
2014,2,23,2300
2014,2,24,1400
2014,2,25,1000
2014,2,26,800
2014,2,27,620
2014,2,28,560
2014,3,1,540
2014,3,2,560
2014,3,3,500
2014,3,4,460
2014,3,5,440
2014,3,6,420
2014,3,7,400
2014,3,8,440
2014,3,9,459
2014,3,10,479
2014,3,11,860
2014,3,12,2200
2014,3,13,1800
2014,3,14,1400
2014,3,15,2600
2014,3,16,2800
2014,3,17,1500
2014,3,18,1300
2014,3,19,2100
2014,3,20,4520
2014,3,21,2490
2014,3,22,2390
2014,3,23,2470
2014,3,24,1500
2014,3,25,1200
2014,3,26,1100
2014,3,27,900
2014,3,28,1500
2014,3,29,4120
2014,3,30,5810
2014,3,31,3630
2014,4,1,5220
2014,4,2,5820
2014,4,3,5430
2014,4,4,5310
2014,4,5,7150
2014,4,6,3780
2014,4,7,3620
2014,4,8,9810
2014,4,9,5750
2014,4,10,3860
2014,4,11,3790
2014,4,12,3600
2014,4,13,2650
2014,4,14,2240
2014,4,15,3950
2014,4,16,4430
2014,4,17,2640
2014,4,18,2000
2014,4,19,1700
2014,4,20,1470
2014,4,21,1310
2014,4,22,1210
2014,4,23,1230
2014,4,24,1130
2014,4,25,1010
2014,4,26,969
2014,4,27,926
2014,4,28,834
2014,4,29,782
2014,4,30,1060
2014,5,1,5030
2014,5,2,2580
2014,5,3,1770
2014,5,4,1860
2014,5,5,1520
2014,5,6,1230
2014,5,7,1070
2014,5,8,997
2014,5,9,959
2014,5,10,991
2014,5,11,982
2014,5,12,820
2014,5,13,1160
2014,5,14,3800
2014,5,15,2110
2014,5,16,14200
2014,5,17,8870
2014,5,18,4280
2014,5,19,2810
2014,5,20,2070
2014,5,21,2180
2014,5,22,2880
2014,5,23,2010
2014,5,24,1700
2014,5,25,1320
2014,5,26,1100
2014,5,27,955
2014,5,28,1010
2014,5,29,910
2014,5,30,746
2014,5,31,666
2014,6,1,589
2014,6,2,536
2014,6,3,519
2014,6,4,564
2014,6,5,508
2014,6,6,435
2014,6,7,401
2014,6,8,419
2014,6,9,3160
2014,6,10,1380
2014,6,11,893
2014,6,12,719
2014,6,13,787
2014,6,14,729
2014,6,15,568
2014,6,16,481
2014,6,17,430
2014,6,18,413
2014,6,19,451
2014,6,20,471
2014,6,21,399
2014,6,22,350
2014,6,23,319
2014,6,24,345
2014,6,25,1600
2014,6,26,5580
2014,6,27,2030
2014,6,28,1200
2014,6,29,910
2014,6,30,748
2014,7,1,603
2014,7,2,538
2014,7,3,497
2014,7,4,534
2014,7,5,515
2014,7,6,406
2014,7,7,471
2014,7,8,859
2014,7,9,766
2014,7,10,622
2014,7,11,480
2014,7,12,390
2014,7,13,429
2014,7,14,1420
2014,7,15,3200
2014,7,16,1890
2014,7,17,981
2014,7,18,741
2014,7,19,614
2014,7,20,632
2014,7,21,571
2014,7,22,470
2014,7,23,428
2014,7,24,414
2014,7,25,380
2014,7,26,336
2014,7,27,315
2014,7,28,494
2014,7,29,530
2014,7,30,397
2014,7,31,344
2014,8,1,341
2014,8,2,315
2014,8,3,2180
2014,8,4,2760
2014,8,5,1680
2014,8,6,3060
2014,8,7,1010
2014,8,8,660
2014,8,9,502
2014,8,10,421
2014,8,11,367
2014,8,12,805
2014,8,13,3790
2014,8,14,1200
2014,8,15,679
2014,8,16,532
2014,8,17,481
2014,8,18,436
2014,8,19,394
2014,8,20,335
2014,8,21,315
2014,8,22,302
2014,8,23,287
2014,8,24,274
2014,8,25,254
2014,8,26,236
2014,8,27,223
2014,8,28,208
2014,8,29,199
2014,8,30,189
2014,8,31,210
2014,9,1,244
2014,9,2,255
2014,9,3,418
2014,9,4,408
2014,9,5,284
2014,9,6,240
2014,9,7,233
2014,9,8,214
2014,9,9,197
2014,9,10,186
2014,9,11,193
2014,9,12,203
2014,9,13,209
2014,9,14,195
2014,9,15,182
2014,9,16,194
2014,9,17,218
2014,9,18,206
2014,9,19,182
2014,9,20,169
2014,9,21,171
2014,9,22,185
2014,9,23,186
2014,9,24,207
2014,9,25,154
2014,9,26,142
2014,9,27,135
2014,9,28,130
2014,9,29,126
2014,9,30,122
2014,10,1,208
2014,10,2,188
2014,10,3,165
2014,10,4,159
2014,10,5,177
2014,10,6,151
2014,10,7,152
2014,10,8,181
2014,10,9,211
2014,10,10,187
2014,10,11,204
2014,10,12,191
2014,10,13,147
2014,10,14,133
2014,10,15,165
2014,10,16,714
2014,10,17,777
2014,10,18,730
2014,10,19,759
2014,10,20,748
2014,10,21,748
2014,10,22,874
2014,10,23,834
2014,10,24,926
2014,10,25,1110
2014,10,26,736
2014,10,27,668
2014,10,28,662
2014,10,29,892
2014,10,30,885
2014,10,31,771
2014,11,1,755
2014,11,2,800
2014,11,3,784
2014,11,4,673
2014,11,5,373
2014,11,6,396
2014,11,7,1090
2014,11,8,1120
2014,11,9,793
2014,11,10,660
2014,11,11,540
2014,11,12,479
2014,11,13,438
2014,11,14,420
2014,11,15,409
2014,11,16,394
2014,11,17,398
2014,11,18,390
2014,11,19,380
2014,11,20,380
2014,11,21,370
2014,11,22,370
2014,11,23,860
2014,11,24,2100
2014,11,25,1650
2014,11,26,998
2014,11,27,785
2014,11,28,693
2014,11,29,614
2014,11,30,606
2014,12,1,800
2014,12,2,738
2014,12,3,675
2014,12,4,716
2014,12,5,619
2014,12,6,1820
2014,12,7,3060
2014,12,8,1440
2014,12,9,1090
2014,12,10,997
2014,12,11,887
2014,12,12,863
2014,12,13,807
2014,12,14,777
2014,12,15,962
2014,12,16,1550
2014,12,17,3850
2014,12,18,2880
2014,12,19,1850
2014,12,20,1470
2014,12,21,1300
2014,12,22,1160
2014,12,23,1110
2014,12,24,1660
2014,12,25,2050
2014,12,26,1760
2014,12,27,1380
2014,12,28,1520
2014,12,29,1720
2014,12,30,1330
2014,12,31,1090
2015,1,1,850
2015,1,2,950
2015,1,3,930
2015,1,4,2210
2015,1,5,3200
2015,1,6,1400
2015,1,7,850
2015,1,8,750
2015,1,9,740
2015,1,10,720
2015,1,11,700
2015,1,12,700
2015,1,13,700
2015,1,14,680
2015,1,15,640
2015,1,16,600
2015,1,17,570
2015,1,18,530
2015,1,19,510
2015,1,20,500
2015,1,21,480
2015,1,22,460
2015,1,23,450
2015,1,24,440
2015,1,25,420
2015,1,26,400
2015,1,27,380
2015,1,28,380
2015,1,29,370
2015,1,30,360
2015,1,31,360
2015,2,1,350
2015,2,2,350
2015,2,3,340
2015,2,4,340
2015,2,5,340
2015,2,6,340
2015,2,7,330
2015,2,8,330
2015,2,9,320
2015,2,10,320
2015,2,11,320
2015,2,12,310
2015,2,13,310
2015,2,14,310
2015,2,15,310
2015,2,16,310
2015,2,17,310
2015,2,18,310
2015,2,19,300
2015,2,20,300
2015,2,21,290
2015,2,22,290
2015,2,23,280
2015,2,24,280
2015,2,25,280
2015,2,26,270
2015,2,27,270
2015,2,28,270
2015,3,1,270
2015,3,2,270
2015,3,3,270
2015,3,4,270
2015,3,5,270
2015,3,6,280
2015,3,7,280
2015,3,8,290
2015,3,9,300
2015,3,10,350
2015,3,11,500
2015,3,12,700
2015,3,13,1400
2015,3,14,1920
2015,3,15,4950
2015,3,16,3180
2015,3,17,6370
2015,3,18,5300
2015,3,19,3090
2015,3,20,2580
2015,3,21,2180
2015,3,22,2290
2015,3,23,1680
2015,3,24,1360
2015,3,25,1400
2015,3,26,2090
2015,3,27,4000
2015,3,28,2330
2015,3,29,1610
2015,3,30,1770
2015,3,31,1770
2015,4,1,1490
2015,4,2,2290
2015,4,3,10200
2015,4,4,12200
2015,4,5,5460
2015,4,6,4250
2015,4,7,4840
2015,4,8,7520
2015,4,9,7920
2015,4,10,7650
2015,4,11,5380
2015,4,12,3570
2015,4,13,2750
2015,4,14,3500
2015,4,15,2760
2015,4,16,1990
2015,4,17,1960
2015,4,18,1940
2015,4,19,1540
2015,4,20,1490
2015,4,21,4950
2015,4,22,2900
2015,4,23,2510
2015,4,24,2010
2015,4,25,1680
2015,4,26,1480
2015,4,27,1300
2015,4,28,1180
2015,4,29,1040
2015,4,30,938
2015,5,1,848
2015,5,2,775
2015,5,3,710
2015,5,4,648
2015,5,5,600
2015,5,6,593
2015,5,7,577
2015,5,8,536
2015,5,9,495
2015,5,10,486
2015,5,11,1070
2015,5,12,1720
2015,5,13,1030
2015,5,14,720
2015,5,15,588
2015,5,16,685
2015,5,17,1140
2015,5,18,921
2015,5,19,1690
2015,5,20,966
2015,5,21,694
2015,5,22,590
2015,5,23,506
2015,5,24,431
2015,5,25,399
2015,5,26,411
2015,5,27,389
2015,5,28,383
2015,5,29,326
2015,5,30,322
2015,5,31,857
2015,6,1,2140
2015,6,2,1080
2015,6,3,673
2015,6,4,500
2015,6,5,433
2015,6,6,516
2015,6,7,511
2015,6,8,483
2015,6,9,3040
2015,6,10,3330
2015,6,11,1350
2015,6,12,972
2015,6,13,1040
2015,6,14,740
2015,6,15,4060
2015,6,16,2410
2015,6,17,1450
2015,6,18,1160
2015,6,19,878
2015,6,20,911
2015,6,21,743
2015,6,22,819
2015,6,23,971
2015,6,24,1040
2015,6,25,705
2015,6,26,583
2015,6,27,951
2015,6,28,4800
2015,6,29,3150
2015,6,30,2010
2015,7,1,5810
2015,7,2,2530
2015,7,3,1460
2015,7,4,1100
2015,7,5,846
2015,7,6,711
2015,7,7,631
2015,7,8,941
2015,7,9,1340
2015,7,10,2390
2015,7,11,1050
2015,7,12,728
2015,7,13,600
2015,7,14,2930
2015,7,15,4560
2015,7,16,1470
2015,7,17,992
2015,7,18,727
2015,7,19,608
2015,7,20,511
2015,7,21,437
2015,7,22,401
2015,7,23,355
2015,7,24,320
2015,7,25,296
2015,7,26,304
2015,7,27,295
2015,7,28,274
2015,7,29,241
2015,7,30,242
2015,7,31,245
2015,8,1,233
2015,8,2,218
2015,8,3,210
2015,8,4,206
2015,8,5,207
2015,8,6,198
2015,8,7,188
2015,8,8,181
2015,8,9,177
2015,8,10,175
2015,8,11,556
2015,8,12,537
2015,8,13,301
2015,8,14,239
2015,8,15,236
2015,8,16,223
2015,8,17,202
2015,8,18,189
2015,8,19,198
2015,8,20,256
2015,8,21,375
2015,8,22,319
2015,8,23,249
2015,8,24,211
2015,8,25,197
2015,8,26,183
2015,8,27,183
2015,8,28,181
2015,8,29,169
2015,8,30,162
2015,8,31,158
2015,9,1,154
2015,9,2,151
2015,9,3,154
2015,9,4,147
2015,9,5,142
2015,9,6,139
2015,9,7,141
2015,9,8,138
2015,9,9,153
2015,9,10,168
2015,9,11,145
2015,9,12,201
2015,9,13,534
2015,9,14,492
2015,9,15,294
2015,9,16,228
2015,9,17,197
2015,9,18,177
2015,9,19,168
2015,9,20,183
2015,9,21,209
2015,9,22,192
2015,9,23,172
2015,9,24,159
2015,9,25,152
2015,9,26,147
2015,9,27,141
2015,9,28,145
2015,9,29,168
2015,9,30,6610
2015,10,1,4230
2015,10,2,1460
2015,10,3,868
2015,10,4,776
2015,10,5,681
2015,10,6,533
2015,10,7,451
2015,10,8,397
2015,10,9,538
2015,10,10,973
2015,10,11,588
2015,10,12,448
2015,10,13,452
2015,10,14,485
2015,10,15,443
2015,10,16,609
2015,10,17,833
2015,10,18,921
2015,10,19,606
2015,10,20,488
2015,10,21,431
2015,10,22,393
2015,10,23,363
2015,10,24,518
2015,10,25,1080
2015,10,26,1170
2015,10,27,1010
2015,10,28,1250
2015,10,29,6690
2015,10,30,3370
2015,10,31,2080
2015,11,1,1690
2015,11,2,1400
2015,11,3,1170
2015,11,4,1000
2015,11,5,853
2015,11,6,754
2015,11,7,695
2015,11,8,616
2015,11,9,540
2015,11,10,514
2015,11,11,3060
2015,11,12,2410
2015,11,13,2530
2015,11,14,2870
2015,11,15,1980
2015,11,16,1850
2015,11,17,1880
2015,11,18,1040
2015,11,19,951
2015,11,20,1070
2015,11,21,896
2015,11,22,809
2015,11,23,773
2015,11,24,699
2015,11,25,656
2015,11,26,624
2015,11,27,604
2015,11,28,722
2015,11,29,897
2015,11,30,732
2015,12,1,648
2015,12,2,784
2015,12,3,3000
2015,12,4,2080
2015,12,5,1540
2015,12,6,1280
2015,12,7,1110
2015,12,8,1000
2015,12,9,921
2015,12,10,846
2015,12,11,784
2015,12,12,724
2015,12,13,668
2015,12,14,647
2015,12,15,873
2015,12,16,926
2015,12,17,994
2015,12,18,1560
2015,12,19,1300
2015,12,20,1120
2015,12,21,1070
2015,12,22,3540
2015,12,23,4700
2015,12,24,2950
2015,12,25,2370
2015,12,26,1880
2015,12,27,4220
2015,12,28,5430
2015,12,29,3740
2015,12,30,4840
2015,12,31,4410
2016,1,1,3260
2016,1,2,2510
2016,1,3,2050
2016,1,4,1600
2016,1,5,1300
2016,1,6,1200
2016,1,7,1100
2016,1,8,1000
2016,1,9,1100
2016,1,10,3690
2016,1,11,4500
2016,1,12,1900
2016,1,13,1700
2016,1,14,1500
2016,1,15,1500
2016,1,16,1800
2016,1,17,2000
2016,1,18,1300
2016,1,19,900
2016,1,20,850
2016,1,21,850
2016,1,22,800
2016,1,23,800
2016,1,24,850
2016,1,25,1000
2016,1,26,976
2016,1,27,1350
2016,1,28,1130
2016,1,29,950
2016,1,30,886
2016,1,31,1000
2016,2,1,2980
2016,2,2,1900
2016,2,3,3620
2016,2,4,3860
2016,2,5,2020
2016,2,6,1540
2016,2,7,1340
2016,2,8,1270
2016,2,9,1180
2016,2,10,1090
2016,2,11,800
2016,2,12,550
2016,2,13,480
2016,2,14,360
2016,2,15,400
2016,2,16,470
2016,2,17,1400
2016,2,18,1300
2016,2,19,1100
2016,2,20,1200
2016,2,21,4200
2016,2,22,2720
2016,2,23,2000
2016,2,24,3510
2016,2,25,8770
2016,2,26,4480
2016,2,27,2750
2016,2,28,2990
2016,2,29,5390
2016,3,1,4410
2016,3,2,3370
2016,3,3,1950
2016,3,4,1650
2016,3,5,1370
2016,3,6,1300
2016,3,7,1300
2016,3,8,1640
2016,3,9,1670
2016,3,10,1660
2016,3,11,4610
2016,3,12,2630
2016,3,13,1900
2016,3,14,1730
2016,3,15,1650
2016,3,16,1520
2016,3,17,1440
2016,3,18,1280
2016,3,19,1160
2016,3,20,1030
2016,3,21,968
2016,3,22,911
2016,3,23,878
2016,3,24,838
2016,3,25,1030
2016,3,26,1110
2016,3,27,889
2016,3,28,879
2016,3,29,1330
2016,3,30,1060
2016,3,31,925
2016,4,1,1210
2016,4,2,1470
2016,4,3,1310
2016,4,4,1340
2016,4,5,1280
2016,4,6,1440
2016,4,7,2170
2016,4,8,3240
2016,4,9,2170
2016,4,10,1760
2016,4,11,1860
2016,4,12,7360
2016,4,13,3640
2016,4,14,2390
2016,4,15,1940
2016,4,16,1640
2016,4,17,1410
2016,4,18,1230
2016,4,19,1090
2016,4,20,987
2016,4,21,893
2016,4,22,843
2016,4,23,874
2016,4,24,796
2016,4,25,716
2016,4,26,703
2016,4,27,744
2016,4,28,654
2016,4,29,612
2016,4,30,718
2016,5,1,1240
2016,5,2,3740
2016,5,3,3160
2016,5,4,1850
2016,5,5,1520
2016,5,6,1300
2016,5,7,1230
2016,5,8,1160
2016,5,9,967
2016,5,10,831
2016,5,11,760
2016,5,12,706
2016,5,13,783
2016,5,14,971
2016,5,15,876
2016,5,16,752
2016,5,17,667
2016,5,18,612
2016,5,19,571
2016,5,20,530
2016,5,21,501
2016,5,22,558
2016,5,23,701
2016,5,24,609
2016,5,25,513
2016,5,26,467
2016,5,27,475
2016,5,28,442
2016,5,29,439
2016,5,30,549
2016,5,31,466
2016,6,1,393
2016,6,2,383
2016,6,3,415
2016,6,4,396
2016,6,5,352
2016,6,6,411
2016,6,7,472
2016,6,8,418
2016,6,9,354
2016,6,10,321
2016,6,11,292
2016,6,12,275
2016,6,13,258
2016,6,14,244
2016,6,15,222
2016,6,16,479
2016,6,17,361
2016,6,18,273
2016,6,19,229
2016,6,20,214
2016,6,21,841
2016,6,22,446
2016,6,23,298
2016,6,24,250
2016,6,25,225
2016,6,26,208
2016,6,27,197
2016,6,28,178
2016,6,29,161
2016,6,30,157
2016,7,1,150
2016,7,2,149
2016,7,3,143
2016,7,4,142
2016,7,5,133
2016,7,6,129
2016,7,7,123
2016,7,8,119
2016,7,9,120
2016,7,10,124
2016,7,11,125
2016,7,12,117
2016,7,13,108
2016,7,14,106
2016,7,15,105
2016,7,16,103
2016,7,17,99.8
2016,7,18,115
2016,7,19,149
2016,7,20,128
2016,7,21,109
2016,7,22,101
2016,7,23,94.2
2016,7,24,89.8
2016,7,25,117
2016,7,26,231
2016,7,27,177
2016,7,28,136
2016,7,29,117
2016,7,30,112
2016,7,31,114
2016,8,1,107
2016,8,2,102
2016,8,3,97.2
2016,8,4,93.7
2016,8,5,92.6
2016,8,6,94.7
2016,8,7,97.3
2016,8,8,89.9
2016,8,9,86.2
2016,8,10,87.3
2016,8,11,109
2016,8,12,151
2016,8,13,187
2016,8,14,373
2016,8,15,197
2016,8,16,173
2016,8,17,182
2016,8,18,163
2016,8,19,142
2016,8,20,129
2016,8,21,128
2016,8,22,328
2016,8,23,251
2016,8,24,172
2016,8,25,142
2016,8,26,215
2016,8,27,250
2016,8,28,208
2016,8,29,135
2016,8,30,112
2016,8,31,105
2016,9,1,105
2016,9,2,101
2016,9,3,96.2
2016,9,4,92.6
2016,9,5,88.4
2016,9,6,84.5
2016,9,7,82.5
2016,9,8,83.4
2016,9,9,96
2016,9,10,100
2016,9,11,102
2016,9,12,95.7
2016,9,13,89.6
2016,9,14,84.7
2016,9,15,81.8
2016,9,16,79.8
2016,9,17,84.1
2016,9,18,1770
2016,9,19,786
2016,9,20,341
2016,9,21,217
2016,9,22,166
2016,9,23,139
2016,9,24,124
2016,9,25,114
2016,9,26,109
2016,9,27,107
2016,9,28,107
2016,9,29,109
2016,9,30,109
2016,10,1,113
2016,10,2,122
2016,10,3,127
2016,10,4,167
2016,10,5,314
2016,10,6,365
2016,10,7,493
2016,10,8,529
2016,10,9,527
2016,10,10,402
2016,10,11,122
2016,10,12,106
2016,10,13,99.7
2016,10,14,95.7
2016,10,15,92.2
2016,10,16,245
2016,10,17,291
2016,10,18,369
2016,10,19,683
2016,10,20,280
2016,10,21,7980
2016,10,22,9360
2016,10,23,2670
2016,10,24,2530
2016,10,25,1920
2016,10,26,1630
2016,10,27,2270
2016,10,28,4220
2016,10,29,2030
2016,10,30,1500
2016,10,31,1970
2016,11,1,1440
2016,11,2,1260
2016,11,3,1760
2016,11,4,1670
2016,11,5,1180
2016,11,6,939
2016,11,7,787
2016,11,8,683
2016,11,9,652
2016,11,10,762
2016,11,11,680
2016,11,12,587
2016,11,13,487
2016,11,14,443
2016,11,15,410
2016,11,16,387
2016,11,17,382
2016,11,18,381
2016,11,19,360
2016,11,20,372
2016,11,21,391
2016,11,22,386
2016,11,23,377
2016,11,24,394
2016,11,25,650
2016,11,26,903
2016,11,27,855
2016,11,28,811
2016,11,29,746
2016,11,30,1190
2016,12,1,1730
2016,12,2,1490
2016,12,3,1370
2016,12,4,1180
2016,12,5,1060
2016,12,6,1110
2016,12,7,1500
2016,12,8,1590
2016,12,9,1240
2016,12,10,1050
2016,12,11,945
2016,12,12,917
2016,12,13,922
2016,12,14,869
2016,12,15,636
2016,12,16,602
2016,12,17,659
2016,12,18,5290
2016,12,19,5300
2016,12,20,2560
2016,12,21,2180
2016,12,22,1640
2016,12,23,1330
2016,12,24,1180
2016,12,25,1450
2016,12,26,1420
2016,12,27,6090
2016,12,28,3800
2016,12,29,2300
2016,12,30,1930
2016,12,31,1700
2017,1,1,1490
2017,1,2,1320
2017,1,3,2190
2017,1,4,6970
2017,1,5,4100
2017,1,6,2570
2017,1,7,1900
2017,1,8,1670
2017,1,9,1590
2017,1,10,1570
2017,1,11,1620
2017,1,12,9160
2017,1,13,19600
2017,1,14,6140
2017,1,15,3920
2017,1,16,2890
2017,1,17,2760
2017,1,18,4360
2017,1,19,3580
2017,1,20,3150
2017,1,21,3890
2017,1,22,3050
2017,1,23,2530
2017,1,24,2620
2017,1,25,2530
2017,1,26,3100
2017,1,27,3130
2017,1,28,2410
2017,1,29,2040
2017,1,30,1790
2017,1,31,1610
2017,2,1,1440
2017,2,2,1360
2017,2,3,1210
2017,2,4,1090
2017,2,5,1050
2017,2,6,1050
2017,2,7,1100
2017,2,8,8660
2017,2,9,4760
2017,2,10,2810
2017,2,11,2230
2017,2,12,4340
2017,2,13,6310
2017,2,14,3470
2017,2,15,3070
2017,2,16,2390
2017,2,17,1990
2017,2,18,2110
2017,2,19,4020
2017,2,20,3360
2017,2,21,2410
2017,2,22,2170
2017,2,23,2180
2017,2,24,2710
2017,2,25,3490
2017,2,26,4370
2017,2,27,2900
2017,2,28,2060
2017,3,1,1890
2017,3,2,1840
2017,3,3,1540
2017,3,4,1220
2017,3,5,929
2017,3,6,1020
2017,3,7,2150
2017,3,8,4120
2017,3,9,2440
2017,3,10,1760
2017,3,11,1470
2017,3,12,1270
2017,3,13,1170
2017,3,14,1130
2017,3,15,1110
2017,3,16,1100
2017,3,17,1090
2017,3,18,1170
2017,3,19,1160
2017,3,20,1220
2017,3,21,1460
2017,3,22,2420
2017,3,23,1580
2017,3,24,1580
2017,3,25,3050
2017,3,26,3400
2017,3,27,2710
2017,3,28,2460
2017,3,29,2050
2017,3,30,1720
2017,3,31,6010
2017,4,1,9140
2017,4,2,4750
2017,4,3,3190
2017,4,4,3390
2017,4,5,3140
2017,4,6,3150
2017,4,7,10000
2017,4,8,5100
2017,4,9,4050
2017,4,10,2930
2017,4,11,2450
2017,4,12,2580
2017,4,13,2000
2017,4,14,1710
2017,4,15,1550
2017,4,16,1680
2017,4,17,2510
2017,4,18,1970
2017,4,19,1380
2017,4,20,2450
2017,4,21,8900
2017,4,22,3930
2017,4,23,2620
2017,4,24,2220
2017,4,25,1820
2017,4,26,1720
2017,4,27,1550
2017,4,28,1600
2017,4,29,1350
2017,4,30,1210
2017,5,1,1420
2017,5,2,4890
2017,5,3,3170
2017,5,4,2150
2017,5,5,3520
2017,5,6,6400
2017,5,7,5840
2017,5,8,3880
2017,5,9,2820
2017,5,10,2250
2017,5,11,1850
2017,5,12,1630
2017,5,13,1460
2017,5,14,1350
2017,5,15,1300
2017,5,16,1170
2017,5,17,987
2017,5,18,868
2017,5,19,902
2017,5,20,795
2017,5,21,717
2017,5,22,727
2017,5,23,707
2017,5,24,630
2017,5,25,2140
2017,5,26,2830
2017,5,27,1340
2017,5,28,988
2017,5,29,825
2017,5,30,818
2017,5,31,868
2017,6,1,835
2017,6,2,683
2017,6,3,601
2017,6,4,565
2017,6,5,616
2017,6,6,639
2017,6,7,787
2017,6,8,687
2017,6,9,567
2017,6,10,505
2017,6,11,462
2017,6,12,432
2017,6,13,403
2017,6,14,416
2017,6,15,1200
2017,6,16,3110
2017,6,17,1000
2017,6,18,756
2017,6,19,1870
2017,6,20,1450
2017,6,21,1010
2017,6,22,729
2017,6,23,568
2017,6,24,1140
2017,6,25,887
2017,6,26,634
2017,6,27,586
2017,6,28,664
2017,6,29,540
2017,6,30,490
2017,7,1,1310
2017,7,2,1930
2017,7,3,957
2017,7,4,660
2017,7,5,525
2017,7,6,457
2017,7,7,510
2017,7,8,854
2017,7,9,736
2017,7,10,564
2017,7,11,438
2017,7,12,860
2017,7,13,3830
2017,7,14,3510
2017,7,15,1520
2017,7,16,881
2017,7,17,687
2017,7,18,573
2017,7,19,498
2017,7,20,785
2017,7,21,1500
2017,7,22,697
2017,7,23,529
2017,7,24,655
2017,7,25,712
2017,7,26,538
2017,7,27,484
2017,7,28,435
2017,7,29,393
2017,7,30,350
2017,7,31,319
2017,8,1,292
2017,8,2,274
2017,8,3,268
2017,8,4,408
2017,8,5,753
2017,8,6,447
2017,8,7,360
2017,8,8,335
2017,8,9,287
2017,8,10,265
2017,8,11,251
2017,8,12,258
2017,8,13,271
2017,8,14,248
2017,8,15,228
2017,8,16,222
2017,8,17,208
2017,8,18,256
2017,8,19,230
2017,8,20,205
2017,8,21,194
2017,8,22,278
2017,8,23,614
2017,8,24,350
2017,8,25,279
2017,8,26,241
2017,8,27,223
2017,8,28,214
2017,8,29,195
2017,8,30,182
2017,8,31,187
2017,9,1,186
2017,9,2,173
2017,9,3,181
2017,9,4,191
2017,9,5,227
2017,9,6,379
2017,9,7,330
2017,9,8,316
2017,9,9,303
2017,9,10,283
2017,9,11,230
2017,9,12,206
2017,9,13,192
2017,9,14,1020
2017,9,15,1010
2017,9,16,410
2017,9,17,311
2017,9,18,267
2017,9,19,266
2017,9,20,235
2017,9,21,216
2017,9,22,200
2017,9,23,190
2017,9,24,183
2017,9,25,178
2017,9,26,173
2017,9,27,172
2017,9,28,187
2017,9,29,187
2017,9,30,194
